location,country_code,latitude,longitude,confirmed,dead,recovered,updated
Dawmat al Jandal,sa,29.8107894,39.8887661,6,0,6,2020-06-24 03:33:09.552790+00:00
Perdões,br,-21.0939049,-45.088492,10,0,None,2020-06-13 00:20:20.290010+00:00
Jaguaretama,br,-5.6120277,-38.7650383,57,2,None,2020-06-13 00:20:05.972584+00:00
"Brazos County, Texas",us,30.6504141,-96.3226072,1260,25,None,2020-06-22 03:30:28.753679+00:00
Landgraaf,nl,50.8927646,6.0224085,52,None,None,2020-06-15 13:33:32.822995+00:00
Santa Izabel do Pará,br,-1.2981731,-48.16461090000001,375,23,None,2020-06-13 00:20:27.881587+00:00
Michoacán,mx,19.5665192,-101.7068294,3984,324,3012,2020-06-24 03:32:12.406662+00:00
D͟halm,sa,22.7240723,42.1720867,38,0,24,2020-06-24 03:33:09.562379+00:00
"Unassigned County, Minnesota",us,46.2840725,-96.0954012,80,31,0,2020-06-22 03:31:42.157088+00:00
Curionópolis,br,-6.1045764,-49.60174180000001,415,9,None,2020-06-13 00:19:55.072237+00:00
Wadi Ad Dawasir,sa,20.4492858,44.85011540000001,638,4,189,2020-06-24 03:33:09.542356+00:00
Damad,sa,17.1090117,42.7759964,5,0,5,2020-06-24 03:33:10.459581+00:00
Eastern Cape,za,-32.2968402,26.419389,18108,9,None,2020-06-24 03:32:12.685253+00:00
Serra Azul,br,-21.3108315,-47.56385700000001,3,0,None,2020-06-13 00:20:30.198943+00:00
Ebonyi,ng,6.2649232,8.0137302,264,1,222,2020-06-24 03:32:14.157938+00:00
oslo,no,59.9138688,10.7522454,2827,None,None,2020-06-24 03:32:14.499967+00:00
Galiléia,br,-18.9981216,-41.5432882,1,0,None,2020-06-13 00:19:59.295049+00:00
Dois Vizinhos,br,-25.7464549,-53.0615734,5,0,None,2020-06-13 00:19:56.479148+00:00
Belo Monte,br,-9.823145499999999,-37.2773515,6,0,None,2020-06-13 00:19:45.122891+00:00
"White County, Tennessee",us,35.9189882,-85.52002399999999,54,3,None,2020-06-24 03:30:27.070589+00:00
Nova Esperança,br,-23.1954669,-52.2021307,13,0,None,2020-06-13 00:20:16.072485+00:00
"Hemphill County, Texas",us,35.9022267,-100.3497895,3,0,None,2020-06-24 03:30:27.070589+00:00
"Washington County, North Carolina",us,35.8120333,-76.5950555,37,3,None,2020-06-24 03:30:27.070589+00:00
Serafina Corrêa,br,-28.7087726,-51.93978749999999,128,1,None,2020-06-13 00:20:30.135785+00:00
Arapiraca,br,-9.755571999999999,-36.6639592,1007,23,None,2020-06-13 00:19:42.684728+00:00
Governador Edison Lobão,br,-5.7501164,-47.3650104,164,1,None,2020-06-13 00:19:59.924703+00:00
Seine-Maritime,fr,49.60541869999999,0.9748439,994,180,723,2020-06-24 03:32:18.993083+00:00
Senador Alexandre Costa,br,-5.2513441,-44.0537381,54,0,None,2020-06-13 00:20:29.813726+00:00
"Pulaski County, Virginia",us,37.0583986,-80.6770787,36,1,None,2020-06-24 03:30:27.070589+00:00
"Southwest Utah County, Utah",us,40.0966287,-111.5706786,324,4,0,2020-05-25 02:47:03.466693+00:00
Souto Soares,br,-12.0880843,-41.6478049,2,0,None,2020-06-13 00:20:31.498769+00:00
Angical do Piauí,br,-6.1032883,-42.7662325,10,1,None,2020-06-13 00:19:41.893162+00:00
Cônego Marinho,br,-15.2965314,-44.4142054,1,0,None,2020-06-13 00:19:55.602683+00:00
Balneário Pinhal,br,-30.1997963,-50.2759711,5,0,None,2020-06-13 00:19:44.011329+00:00
Riacho das Almas,br,-8.0672896,-35.8934136,24,0,None,2020-06-13 00:20:25.440996+00:00
Weimar,de,50.9794934,11.3235439,69,0,None,2020-06-23 00:00:00+00:00
Biquinhas,br,-18.7839633,-45.5045193,1,0,None,2020-06-13 00:19:45.516992+00:00
Pão de Açúcar,br,-22.9492586,-43.1545757,82,1,None,2020-06-13 00:20:24.325006+00:00
Mexico City,mx,19.4326077,-99.133208,38871,5042,30943,2020-06-24 03:32:12.270523+00:00
Loiret,fr,47.900771,2.2018172,759,101,588,2020-06-24 03:32:18.963551+00:00
Nanyang,cn,32.990664,112.528308,156,3,153,2020-06-24 03:32:45.041788+00:00
"Travis County, Texas",us,30.2097015,-97.69822719999999,6339,112,None,2020-06-22 03:30:28.753679+00:00
Carlópolis,br,-23.477269,-49.7319925,13,0,None,2020-06-13 00:19:50.456404+00:00
Paraíso,br,-21.0156896,-48.7794089,7,1,None,2020-06-13 00:20:18.867155+00:00
Charqueada,br,-22.5131732,-47.773567,70,3,None,2020-06-13 00:19:51.666933+00:00
Diamante do Sul,br,-25.0354862,-52.6772826,12,0,None,2020-06-13 00:19:56.191361+00:00
Groningen,nl,53.2193835,6.5665017,18,None,None,2020-06-15 13:33:31.988501+00:00
Zutphen,nl,52.142736,6.196058400000001,31,None,None,2020-06-15 13:33:35.394571+00:00
Floresta,br,-8.5969261,-38.5743503,2,0,None,2020-06-13 00:19:58.392015+00:00
"Wichita County, Texas",us,33.9309651,-98.7481167,201,2,None,2020-06-22 03:30:28.753679+00:00
Voorst,nl,52.22527119999999,6.099050500000001,18,None,None,2020-06-15 13:33:34.865635+00:00
Arnhem,nl,51.9851034,5.898729599999999,67,None,None,2020-06-15 13:33:30.160261+00:00
Bodegraven-Reeuwijk,nl,52.0778574,4.7490288,7,None,None,2020-06-15 13:33:30.545180+00:00
Cuitegi,br,-6.897509899999999,-35.5245171,62,1,None,2020-06-13 00:19:54.834013+00:00
"Kidder County, North Dakota",us,46.8766313,-99.7506856,2,0,None,2020-06-24 03:30:27.070589+00:00
Fagundes,br,-7.3581515,-35.7842005,15,0,None,2020-06-13 00:19:57.843119+00:00
Governador Jorge Teixeira,br,-10.6121593,-62.73326429999999,19,0,None,2020-06-13 00:19:59.947129+00:00
Itumbiara,br,-18.4166775,-49.217094,21,1,None,2020-06-13 00:20:05.388022+00:00
Tizi Ouzou,dz,36.7021906,4.0593255,202,202,16,2020-06-24 03:32:13.505851+00:00
Arraial do Cabo,br,-22.9673373,-42.0268099,50,4,None,2020-06-13 00:19:43.312569+00:00
Itapema,br,-27.0960682,-48.6178074,71,1,None,2020-06-13 00:20:04.375625+00:00
South Iceland,is,64.2661426,-18.8158139,182,None,None,2020-06-24 03:32:14.974133+00:00
Heidekreis,de,53.0664983,9.8825223,75,2,None,2020-06-23 00:00:00+00:00
Viken,no,60.0389059,9.725372,2122,None,None,2020-05-12 17:01:46.303585+00:00
Guarda-Mor,br,-17.7702469,-47.0956178,1,0,None,2020-06-13 00:20:00.762750+00:00
Canoas,br,-29.9188183,-51.1585398,181,7,None,2020-06-13 00:19:49.555546+00:00
KwaZulu-Natal,za,-28.5305539,30.8958242,5625,32,None,2020-06-24 03:32:12.685322+00:00
Santa Adélia,br,-21.243953,-48.8045943,9,0,None,2020-06-13 00:20:27.255626+00:00
Divino das Laranjeiras,br,-18.7783089,-41.475304,1,0,None,2020-06-13 00:19:56.322372+00:00
Ibirajuba,br,-8.579309799999999,-36.1780474,2,0,None,2020-06-13 00:20:01.526882+00:00
Campinas,br,-22.9329252,-47.073845,3490,136,None,2020-06-13 00:19:48.865516+00:00
Inácio Martins,br,-25.5722991,-51.0785729,4,0,None,2020-06-13 00:20:02.778009+00:00
Mascara,dz,35.3974554,0.1388446,181,181,12,2020-06-24 03:32:13.629253+00:00
Alzey-Worms,de,49.7453905,8.1130085,270,11,None,2020-06-23 00:00:00+00:00
Shunyi District,cn,40.130347,116.65465,10,0,10,2020-06-24 03:32:45.041788+00:00
Terenos,br,-20.4383001,-54.8652419,0,0,None,2020-06-13 00:20:36.342527+00:00
Oslo,no,59.9138688,10.7522454,2470,None,None,2020-05-12 17:01:46.303585+00:00
Inhaúma,br,-22.8714851,-43.2824466,1,0,None,2020-06-13 00:20:02.722340+00:00
Gauteng,za,-26.2707593,28.1122679,24041,9,None,2020-06-24 03:32:12.685306+00:00
Santa Margarida,br,-20.3838883,-42.2520623,13,0,None,2020-06-13 00:20:28.049958+00:00
Angra dos Reis,br,-23.0069033,-44.3185204,1361,52,None,2020-06-13 00:19:41.934946+00:00
Enugu,ng,6.4583661,7.5463885,160,5,31,2020-06-24 03:32:14.228699+00:00
Aa en Hunze,nl,53.0104848,6.749528499999999,1,None,None,2020-06-15 13:33:29.868049+00:00
São Félix de Balsas,br,-7.0848922,-44.8129775,0,0,None,2020-06-11 22:49:07.055389+00:00
Lot,fr,44.5379358,1.6760691,92,22,69,2020-06-24 03:32:18.964033+00:00
São Benedito do Rio Preto,br,-3.3355212,-43.5291059,223,3,None,2020-06-13 00:20:31.671725+00:00
São Geraldo,br,-20.9254737,-42.8330584,3,0,None,2020-06-13 00:20:32.600792+00:00
Santa Cruz do Arari,br,-0.6646917,-49.1729484,68,5,None,2020-06-13 00:20:27.516604+00:00
Buriti Bravo,br,-5.8372594,-43.8302476,8,0,None,2020-06-13 00:19:47.202781+00:00
Nordland,no,67.097529,14.5736286,115,None,None,2020-05-12 17:01:46.303585+00:00
Sinop,br,-11.8608456,-55.5095451,147,8,None,2020-06-13 00:20:31.128826+00:00
Carmópolis,br,-10.6453028,-36.9890778,37,1,None,2020-06-13 00:19:50.572201+00:00
's-Hertogenbosch,nl,51.6978162,5.3036748,126,None,None,2020-06-15 13:33:29.854217+00:00
Cacique Doble,br,-27.7675359,-51.6601755,2,0,None,2020-06-13 00:19:48.028154+00:00
Eugênio de Castro,br,-28.5311748,-54.1469566,0,0,None,2020-06-13 00:19:57.765339+00:00
Gastão Vidigal,br,-20.7980277,-50.1889483,28,4,None,2020-06-13 00:19:59.441266+00:00
Bergen (L.),nl,51.579024,6.077423599999999,7,None,None,2020-06-15 13:33:30.365561+00:00
Itapecuru Mirim,br,-3.3994278,-44.3518108,332,2,None,2020-06-13 00:20:04.349415+00:00
São Francisco de Assis,br,-29.5604319,-55.1245169,1,1,None,2020-06-13 00:20:32.216190+00:00
Naque,br,-19.229613,-42.3315875,2,0,None,2020-06-13 00:20:15.209212+00:00
Troms og Finnmark,no,70.0718208,23.2171663,247,None,None,2020-05-12 17:01:46.303585+00:00
Campestre,br,-21.7101401,-46.2489873,1,0,None,2020-06-13 00:19:48.781320+00:00
Northumberland,gb,55.2082542,-2.0784138,900,None,None,2020-05-14 15:01:09+00:00
Feira Nova,br,-10.2637938,-37.3054401,4,0,None,2020-06-13 00:19:58.023856+00:00
Toyama,jp,36.6958223,137.2137211,227,22,202,2020-06-13 00:21:00.696874+00:00
Gaurama,br,-27.5874664,-52.0943149,19,0,None,2020-06-13 00:19:59.451617+00:00
Madre de Dios,pe,-11.7668705,-70.81199529999999,945,None,None,2020-06-13 00:20:42.901916+00:00
Ipanguaçu,br,-5.5088647,-36.859794,35,6,None,2020-06-13 00:20:02.834697+00:00
Ede,nl,52.0401675,5.6648594,54,None,None,2020-06-15 13:33:31.399433+00:00
Gararu,br,-9.9726308,-37.0872569,5,1,None,2020-06-13 00:19:59.367609+00:00
Parambu,br,-6.2080784,-40.6908879,102,8,None,2020-06-13 00:20:18.517461+00:00
Allier,fr,46.3115552,3.4167655,243,40,193,2020-06-24 03:32:18.973984+00:00
Itaperuna,br,-21.1877747,-41.8799408,301,1,None,2020-06-13 00:20:04.400662+00:00
"Elmore County, Alabama",us,32.5647083,-86.0121573,690,11,None,2020-06-24 03:30:27.070589+00:00
Jacareí,br,-23.2987827,-45.96625419999999,357,19,None,2020-06-13 00:20:05.775280+00:00
Xiqing district,cn,39.141152,117.008826,4,0,4,2020-06-24 03:32:45.041788+00:00
Dongen,nl,51.62870969999999,4.9382385,20,None,None,2020-06-15 13:33:31.223115+00:00
Taparuba,br,-19.7625646,-41.6083735,2,0,None,2020-06-13 00:20:35.850477+00:00
Northern Cape,za,-29.0466808,21.8568586,270,0,None,2020-06-24 03:32:12.685367+00:00
"Out of TN County, Tennessee",us,35.1268552,-89.9253233,632,8,0,2020-06-22 03:31:42.157088+00:00
Guaiçara,br,-21.6230981,-49.7970184,18,0,None,2020-06-13 00:20:00.270718+00:00
"Leavenworth County, Kansas",us,39.1713075,-95.01824599999999,1132,7,None,2020-06-22 03:30:28.753679+00:00
"Van Zandt County, Texas",us,32.4936974,-95.81428849999999,54,3,None,2020-06-24 03:30:27.070589+00:00
Médéa,dz,36.2853847,2.7680247,264,264,19,2020-06-24 03:32:13.602894+00:00
"Nemaha County, Kansas",us,39.7451077,-95.9832577,23,0,None,2020-06-24 03:30:27.070589+00:00
Correntina,br,-13.3425639,-44.6357308,7,0,None,2020-06-13 00:19:53.837231+00:00
Blaricum,nl,52.2726695,5.248079499999999,8,None,None,2020-06-15 13:33:30.509122+00:00
Montadas,br,-7.0873639,-35.9588958,18,0,None,2020-06-13 00:20:13.891154+00:00
Dronten,nl,52.5346819,5.7218086,30,None,None,2020-06-15 13:33:31.304362+00:00
"Queen Anne's County, Maryland",us,39.0263572,-76.1319953,211,15,None,2020-06-24 03:30:27.070589+00:00
"Lincoln County, Minnesota",us,44.4507066,-96.3226072,6,0,None,2020-06-24 03:30:27.070589+00:00
Cansanção,br,-10.6678189,-39.4964517,21,0,None,2020-06-13 00:19:49.575699+00:00
Guareí,br,-23.3718457,-48.1841739,37,0,None,2020-06-13 00:20:00.772816+00:00
Imo,ng,5.5720122,7.0588219,246,3,21,2020-06-24 03:32:14.184088+00:00
Maine-et-Loire,fr,47.2913545,-0.4877852,786,140,578,2020-06-24 03:32:18.965534+00:00
São Mateus do Sul,br,-25.8681839,-50.3842316,1,1,None,2020-06-13 00:20:34.499229+00:00
"Dare County, North Carolina",us,35.6549619,-75.62080879999999,29,1,0,2020-06-22 03:31:42.157088+00:00
Santa Rita do Araguaia,br,-17.3273564,-53.20171509999999,1,0,None,2020-06-13 00:20:28.257470+00:00
Culemborg,nl,51.9561076,5.240044800000001,21,None,None,2020-06-15 13:33:30.929807+00:00
Capetinga,br,-20.6167911,-47.057582,2,0,None,2020-06-13 00:19:49.785146+00:00
Teixeirópolis,br,-10.9327023,-62.2546668,2,0,None,2020-06-13 00:20:36.201752+00:00
"Marshall County, West Virginia",us,39.8926818,-80.6770787,39,0,None,2020-06-22 03:30:28.753679+00:00
Bouira,dz,36.37763,3.8962348,144,144,13,2020-06-24 03:32:13.469766+00:00
Feliz Deserto,br,-10.293923,-36.3031172,7,2,None,2020-06-13 00:19:58.054820+00:00
Acaraú,br,-2.897903,-40.1192437,1047,28,None,2020-06-13 00:19:40.205241+00:00
Frei Inocêncio,br,-18.5622008,-41.9041578,18,0,None,2020-06-13 00:19:59.135072+00:00
Brielle,nl,51.902582,4.1636846,11,None,None,2020-06-15 13:33:30.747222+00:00
Coronel Pacheco,br,-21.5882924,-43.2632813,1,0,None,2020-06-13 00:19:53.732887+00:00
"Otero County, Colorado",us,37.9397663,-103.6362715,22,1,None,2020-06-24 03:30:27.070589+00:00
Lagoa d'Anta,br,-6.395328200000001,-35.5952236,2,1,None,2020-06-13 00:20:08.680868+00:00
Sirinhaém,br,-8.5914352,-35.1186262,162,9,None,2020-06-13 00:20:31.159872+00:00
Coronel Martins,br,-26.5115271,-52.6698678,4,0,None,2020-06-13 00:19:53.717993+00:00
Manduri,br,-23.0026199,-49.3155395,7,0,None,2020-06-13 00:20:11.141697+00:00
Nova América,br,-15.0210312,-49.8957464,1,0,None,2020-06-13 00:20:15.824970+00:00
São José do Ouro,br,-27.773781,-51.5939881,3,0,None,2020-06-13 00:20:33.254591+00:00
São Tiago,br,-20.9110576,-44.5085781,3,0,None,2020-06-13 00:20:35.282139+00:00
"Wyoming County, New York",us,42.8264498,-78.0897329,93,5,None,2020-06-24 03:30:27.070589+00:00
Gyeongnam,kr,35.4606,128.2132,132,0,124,2020-06-19 06:04:09.275070+00:00
"Currituck County, North Carolina",us,36.4189826,-75.94632399999999,16,0,None,2020-06-24 03:30:27.070589+00:00
Inúbia Paulista,br,-21.7699428,-50.9637435,2,0,None,2020-06-13 00:20:02.789811+00:00
"Clark County, Missouri",us,40.3772378,-91.7538817,1,0,None,2020-06-24 03:30:27.070589+00:00
"Orange County, North Carolina",us,36.0263022,-79.1096901,548,41,None,2020-06-24 03:30:27.070589+00:00
Incheon,kr,37.4562557,126.7052062,323,1,161,2020-06-19 06:04:09.245843+00:00
Hautes-Alpes,fr,44.6008723,6.322607199999999,154,18,128,2020-06-24 03:32:18.974845+00:00
Ipiguá,br,-20.6568403,-49.3883857,7,2,None,2020-06-13 00:20:02.949550+00:00
"Defiance County, Ohio",us,41.3491725,-84.4802606,42,2,None,2020-06-24 03:30:27.070589+00:00
Anhembi,br,-22.7882994,-48.1312121,2,0,None,2020-06-13 00:19:41.978308+00:00
Friesland,de,53.4914182,7.9945151,35,2,None,2020-06-23 00:00:00+00:00
Cantal,fr,45.1191997,2.6326062,68,9,50,2020-06-24 03:32:18.979442+00:00
Itapetim,br,-7.378219499999999,-37.1880882,12,1,None,2020-06-13 00:20:04.426521+00:00
São José de Mipibu,br,-6.0742528,-35.2369601,152,3,None,2020-06-13 00:20:33.021328+00:00
Abu ʻArish,sa,16.9692482,42.84429129999999,64,0,40,2020-06-24 03:33:09.522328+00:00
Heemstede,nl,52.3510634,4.6203004,11,None,None,2020-06-15 13:33:32.198957+00:00
Indiana,br,39.523652,-87.1250154,20,0,None,2020-06-13 00:20:02.549249+00:00
Graccho Cardoso,br,-10.2281541,-37.1973566,30,0,None,2020-06-13 00:20:00.033370+00:00
Loire,fr,47.5532402,1.0105289,1284,245,942,2020-06-24 03:32:18.968349+00:00
Icó,br,-6.4026236,-38.8591633,111,3,None,2020-06-13 00:20:01.811500+00:00
Sarzedo,br,-20.0351769,-44.1375515,29,0,None,2020-06-13 00:20:29.608997+00:00
Verê,br,-25.8691584,-52.9385002,3,1,None,2020-06-13 00:20:39.297352+00:00
Kaufbeuren,de,47.8830175,10.625966,111,5,None,2020-06-23 00:00:00+00:00
Heumen,nl,51.7645323,5.843150199999999,17,None,None,2020-06-15 13:33:32.414132+00:00
"Warren County, Virginia",us,38.9331749,-78.24761459999999,265,4,None,2020-06-24 03:30:27.070589+00:00
"Pacific County, Washington",us,46.5180824,-123.8264512,13,1,None,2020-06-24 03:30:27.070589+00:00
Ad Dilam,sa,23.976619,47.1557087,92,0,29,2020-06-24 03:33:09.865444+00:00
Ulm,de,48.4010822,9.987607599999999,288,5,None,2020-06-23 00:00:00+00:00
"Tioga County, Pennsylvania",us,41.76494659999999,-77.2864879,23,2,None,2020-06-24 03:30:27.070589+00:00
Laarbeek,nl,51.5384467,5.6212732,41,None,None,2020-06-15 13:33:32.793973+00:00
Japonvar,br,-15.9975467,-44.2727409,0,0,None,2020-06-13 00:20:06.425719+00:00
"Noble County, Indiana",us,41.4277391,-85.35496499999999,376,28,None,2020-06-22 03:30:28.753679+00:00
"Jones County, Iowa",us,42.1516737,-91.13530200000001,47,0,None,2020-06-22 03:30:28.753679+00:00
"Clinton County, Indiana",us,40.3376924,-86.49965460000001,274,2,None,2020-06-22 03:30:28.753679+00:00
"Carter County, Tennessee",us,36.2638604,-82.12783999999999,30,1,None,2020-06-24 03:30:27.070589+00:00
"Jefferson County, Idaho",us,43.7640903,-112.2493671,15,0,None,2020-06-24 03:30:27.070589+00:00
"Hancock County, Mississippi",us,30.3887582,-89.5120084,103,13,None,2020-06-24 03:30:27.070589+00:00
Gentil,br,-28.4321335,-52.0342055,8,0,None,2020-06-13 00:19:59.538161+00:00
"Grundy County, Missouri",us,40.1743786,-93.5003454,17,0,None,2020-06-24 03:30:27.070589+00:00
"Val Verde County, Texas",us,29.8687682,-101.1617356,85,0,0,2020-06-22 03:31:42.157088+00:00
Itobi,br,-21.7355494,-46.9717466,3,0,None,2020-06-13 00:20:05.309946+00:00
Acopiara,br,-6.0949221,-39.45993,156,10,None,2020-06-13 00:19:40.245918+00:00
"Schenectady County, New York",us,42.8493445,-73.98300290000002,761,33,None,2020-06-24 03:30:27.070589+00:00
Aichach-Friedberg,de,48.3866157,11.0698225,386,20,None,2020-06-23 00:00:00+00:00
"Haines Borough County, Alaska",us,59.2358333,-135.445,5,0,None,2020-06-22 03:30:28.753679+00:00
Itaúba,br,-11.1612164,-55.5801757,0,0,None,2020-06-13 00:20:05.155247+00:00
Salzlandkreis,de,51.8325635,11.5833881,68,0,None,2020-06-23 00:00:00+00:00
Cromínia,br,-17.2526902,-49.34501119999999,2,0,None,2020-06-13 00:19:54.508151+00:00
Iacri,br,-21.858076,-50.68925369999999,2,0,None,2020-06-13 00:20:01.236927+00:00
Venda Nova do Imigrante,br,-20.3275068,-41.1359347,78,1,None,2020-06-13 00:20:39.143056+00:00
Águas Mornas,br,-27.743632,-48.9202828,3,0,None,2020-06-13 00:20:40.438246+00:00
Amur Oblast,ru,54.60350649999999,127.4801721,588,5,216,2020-06-04 12:50:14.879259+00:00
"Effingham County, Illinois",us,39.06217729999999,-88.55653099999999,12,1,None,2020-06-24 03:30:27.070589+00:00
Main-Spessart,de,49.988617,9.6415468,157,6,None,2020-06-23 00:00:00+00:00
"Calhoun County, Iowa",us,42.3785903,-94.645035,25,0,None,2020-06-24 03:30:27.070589+00:00
Tumayr,sa,25.7109965,45.8725214,32,0,12,2020-06-24 03:33:10.142519+00:00
Turubah,sa,21.2075957,41.62114,2,0,1,2020-06-24 03:33:09.512540+00:00
Ardennes,fr,49.7624642,4.6285053,276,59,206,2020-06-24 03:32:18.970232+00:00
Kannur,in,11.8744775,75.37036619999999,207,1,120,2020-05-29 08:50:15.588375+00:00
Lajeado Novo,br,-6.1857777,-47.02970699999999,22,0,None,2020-06-13 00:20:09.101264+00:00
Carapicuíba,br,-23.5239623,-46.8411243,1508,107,None,2020-06-13 00:19:50.140453+00:00
Shamli,in,29.4501986,77.3172046,59,0,47,2020-06-24 03:33:14.678676+00:00
Wayanad,in,11.6853575,76.1319953,26,1,15,2020-05-29 08:50:15.708203+00:00
"Andrews County, Texas",us,32.342627,-102.7135121,44,0,None,2020-06-24 03:30:27.070589+00:00
"Lake County, Colorado",us,39.1941167,-106.2992912,48,0,None,2020-06-24 03:30:27.070589+00:00
"Wayne County, New York",us,43.2020024,-77.010385,143,2,None,2020-06-24 03:30:27.070589+00:00
Águas Frias,br,-26.8797461,-52.8574496,1,0,None,2020-06-13 00:20:40.416015+00:00
Zwolle,nl,52.5167747,6.083021899999999,53,None,None,2020-06-15 13:33:35.433056+00:00
Heemskerk,nl,52.514146,4.6821367,28,None,None,2020-06-15 13:33:32.184770+00:00
Qiya,sa,21.0541769,40.9889695,36,0,18,2020-06-24 03:33:09.714891+00:00
Nova Aliança,br,-21.0161217,-49.4991038,2,0,None,2020-06-13 00:20:15.770021+00:00
Herne,de,51.5368948,7.200914699999999,224,2,None,2020-06-23 00:00:00+00:00
Morro do Chapéu do Piauí,br,-3.7394148,-42.3108491,46,0,None,2020-06-13 00:20:14.610680+00:00
Ferreira Gomes,br,0.8588146,-51.1812701,175,2,None,2020-06-13 00:19:58.170590+00:00
"Bradford County, Florida",us,29.97238179999999,-82.1713632,63,2,None,2020-06-24 03:30:27.070589+00:00
Cícero Dantas,br,-10.5904779,-38.3796947,3,0,None,2020-06-13 00:19:55.522972+00:00
Shuwaq,sa,27.4004591,36.5121535,3,0,2,2020-06-24 03:33:10.131897+00:00
Valsad,in,20.5992349,72.9342451,40,1,13,2020-06-24 03:33:17.680638+00:00
"Skagit County, Washington",us,48.4241961,-121.7114362,485,15,None,2020-06-24 03:30:27.070589+00:00
São João do Soter,br,-5.1142391,-43.810012,33,1,None,2020-06-13 00:20:34.087538+00:00
Al Bijadiyyah,sa,24.2,47.2,29,0,8,2020-06-24 03:33:10.532105+00:00
"Mineral County, West Virginia",us,39.4068988,-78.8835548,53,3,None,2020-06-24 03:30:27.070589+00:00
Tuntum,br,-5.255148800000001,-44.6447629,228,1,None,2020-06-13 00:20:37.681529+00:00
"Grant County, Minnesota",us,45.9729315,-96.0471362,6,0,None,2020-06-24 03:30:27.070589+00:00
"Uvalde County, Texas",us,29.3342663,-99.8124935,38,0,None,2020-06-24 03:30:27.070589+00:00
Gurjão,br,-7.2473356,-36.4868333,16,1,None,2020-06-13 00:20:00.970624+00:00
