location,country_code,latitude,longitude,confirmed,dead,recovered,updated
"Richland County, North Dakota",us,46.1546779,-96.89586560000001,39,0,None,2020-06-24 03:30:27.070589+00:00
Santa Bárbara,br,-22.7557344,-47.4147896,92,0,None,2020-06-13 00:20:27.348639+00:00
"Crook County, Oregon",us,44.0978126,-120.0963654,9,0,None,2020-06-24 03:30:27.070589+00:00
Tarumã,br,-22.749682,-50.5792963,6,0,None,2020-06-13 00:20:36.103928+00:00
"Hale County, Texas",us,34.1064941,-101.8891721,139,5,None,2020-06-24 03:30:27.070589+00:00
"Juab County, Utah",us,39.7108104,-112.7152125,15,0,None,2020-06-24 03:30:27.070589+00:00
"Hopewell city, Virginia",us,37.3043154,-77.28720009999999,152,2,None,2020-06-24 03:30:27.070589+00:00
"Rusk County, Texas",us,32.1741887,-94.81059549999999,250,2,None,2020-06-24 03:30:27.070589+00:00
"Pike County, Pennsylvania",us,41.3361875,-75.06111469999999,489,20,None,2020-06-24 03:30:27.070589+00:00
Santo Antônio do Caiuá,br,-22.7368289,-52.3450213,22,1,None,2020-06-13 00:20:29.134151+00:00
"Arapahoe County, Colorado",us,39.62031,-104.332644,4975,339,None,2020-06-24 03:30:27.070589+00:00
"Beadle County, South Dakota",us,44.4797351,-98.2212979,494,6,None,2020-06-24 03:30:27.070589+00:00
Sucupira do Riachão,br,-6.4089809,-43.54585970000001,5,0,None,2020-06-13 00:20:31.527274+00:00
"Kay County, Oklahoma",us,36.8234478,-97.179026,80,7,None,2020-06-24 03:30:27.070589+00:00
Surendranagar,in,22.7738938,71.6673352,39,1,16,2020-06-24 03:33:17.649588+00:00
Mutuípe,br,-13.2288403,-39.5047077,19,0,None,2020-06-13 00:20:15.085080+00:00
Matões do Norte,br,-3.7621216,-44.51251269999999,19,0,None,2020-06-13 00:20:12.736221+00:00
"Henderson County, Texas",us,32.048889,-95.96722199999999,97,3,None,2020-06-24 03:30:27.070589+00:00
"Brewster County, Texas",us,29.6629938,-103.3587288,39,0,None,2020-06-24 03:30:27.070589+00:00
Nalbari,in,26.4446185,91.4410527,4,0,4,2020-05-14 20:19:05.694337+00:00
Mazagão,br,-0.1157293,-51.2862328,475,6,None,2020-06-13 00:20:12.866121+00:00
"Leon County, Florida",us,30.4906177,-84.1857115,587,8,None,2020-06-24 03:30:27.070589+00:00
"Greensville County, Virginia",us,36.60568860000001,-77.6077865,346,7,None,2020-06-24 03:30:27.070589+00:00
"Jefferson County, Washington",us,47.7424541,-123.3040062,33,0,None,2020-06-24 03:30:27.070589+00:00
São Miguel dos Campos,br,-9.7625469,-36.1328132,403,6,None,2020-06-13 00:20:34.708456+00:00
"Ouray County, Colorado",us,38.2016133,-107.763621,10,1,None,2020-06-24 03:30:27.070589+00:00
"Cabell County, West Virginia",us,38.43919270000001,-82.25832969999999,86,0,None,2020-06-22 03:30:28.753679+00:00
Benjamin Constant do Sul,br,-27.5090526,-52.60001459999999,19,0,None,2020-06-13 00:19:45.315319+00:00
Ar Ruwaydah,sa,23.7713478,44.7709565,93,0,36,2020-06-24 03:33:09.998520+00:00
Itaboraí,br,-22.7570025,-42.8643167,1632,104,None,2020-06-13 00:20:03.652765+00:00
"Otter Tail County, Minnesota",us,46.51894350000001,-95.8935983,85,1,None,2020-06-24 03:30:27.070589+00:00
São Francisco de Assis do Piauí,br,-8.2365111,-41.687038,3,0,None,2020-06-13 00:20:32.202980+00:00
"Ross County, Ohio",us,39.3294895,-83.05954229999999,85,2,None,2020-06-24 03:30:27.070589+00:00
Santa Maria do Pará,br,-1.3504584,-47.576501,118,13,None,2020-06-13 00:20:28.145724+00:00
"Beaufort County, South Carolina",us,32.2860396,-80.7214417,885,15,None,2020-06-22 03:30:28.753679+00:00
"Gregory County, South Dakota",us,43.1983133,-99.1013498,1,0,None,2020-06-24 03:30:27.070589+00:00
"Stanley County, South Dakota",us,44.3386264,-100.8000051,12,0,None,2020-06-24 03:30:27.070589+00:00
"Carroll County, Tennessee",us,35.9917193,-88.4016041,36,1,None,2020-06-24 03:30:27.070589+00:00
"Greene County, Tennessee",us,36.1347943,-82.82097399999999,56,2,None,2020-06-24 03:30:27.070589+00:00
"Comanche County, Texas",us,31.9755461,-98.5721016,14,1,None,2020-06-24 03:30:27.070589+00:00
Pintadas,br,-11.8127722,-39.9078934,4,0,None,2020-06-13 00:20:20.917289+00:00
Arceburgo,br,-21.3647855,-46.941128,6,0,None,2020-06-13 00:19:43.092688+00:00
"Trousdale County, Tennessee",us,36.396385,-86.15482689999999,1466,5,None,2020-06-24 03:30:27.070589+00:00
São Domingos do Norte,br,-19.0940049,-40.5737316,33,3,None,2020-06-13 00:20:32.071308+00:00
"Fort Bend County, Texas",us,29.5692614,-95.81428849999999,3132,50,None,2020-06-22 03:30:28.753679+00:00
Brasilândia,br,-21.2558435,-52.03694549999999,15,2,None,2020-06-13 00:19:46.655493+00:00
"La Salle County, Texas",us,28.2758921,-99.1013498,7,0,None,2020-06-24 03:30:27.070589+00:00
"Burke County, Georgia",us,33.088805,-81.9534815,135,6,None,2020-06-22 03:30:28.753679+00:00
"Motley County, Texas",us,34.1280332,-100.7097867,1,0,None,2020-06-24 03:30:27.070589+00:00
"Brunswick County, Virginia",us,36.7570589,-77.8367282,92,1,None,2020-06-24 03:30:27.070589+00:00
Al Majardah,sa,24.5661124,46.7515566,119,0,91,2020-06-24 03:33:09.532345+00:00
"Shelby County, Illinois",us,39.3980704,-88.86469799999999,16,1,None,2020-06-24 03:30:27.070589+00:00
Kokrajhar,in,26.4014362,90.266699,1,0,0,2020-05-14 20:19:05.694337+00:00
Morro Reuter,br,-29.5381053,-51.0786865,2,0,None,2020-06-13 00:20:14.572283+00:00
"Cumberland County, Virginia",us,37.5175385,-78.24761459999999,51,0,None,2020-06-24 03:30:27.070589+00:00
nordland,no,67.097529,14.5736286,125,None,None,2020-06-24 03:32:14.499967+00:00
Böblingen,de,48.6813312,9.0088299,1420,47,None,2020-06-23 00:00:00+00:00
João Neiva,br,-19.7635252,-40.3710343,111,3,None,2020-06-13 00:20:07.565405+00:00
Santa Inês,br,-3.6644286,-45.3839708,1,0,None,2020-06-13 00:20:27.829106+00:00
"Taylor County, West Virginia",us,39.3417635,-79.96403389999999,14,0,None,2020-06-22 03:30:28.753679+00:00
Canindé,br,-4.3580865,-39.3137855,785,24,None,2020-06-13 00:19:49.545498+00:00
Epe,nl,52.34501729999999,5.9836544,47,None,None,2020-06-15 13:33:31.754409+00:00
Zamfara,ng,12.1221805,6.2235819,76,5,71,2020-06-24 03:32:14.246945+00:00
Mãe do Rio,br,-2.0524106,-47.5524333,231,18,None,2020-06-13 00:20:15.169691+00:00
Canguaretama,br,-6.3810573,-35.1301043,59,7,None,2020-06-13 00:19:49.494810+00:00
"Pontotoc County, Oklahoma",us,34.7685043,-96.663812,27,2,None,2020-06-24 03:30:27.070589+00:00
Duiven,nl,51.9474576,6.0179496,14,None,None,2020-06-15 13:33:31.342800+00:00
"Garfield County, Oklahoma",us,36.4361392,-97.87216,55,1,None,2020-06-24 03:30:27.070589+00:00
Corse-du-Sud,fr,41.8102633,8.9245343,197,48,136,2020-06-24 03:32:18.961515+00:00
Brasília,br,-15.826691,-47.92182039999999,21396,282,None,2020-06-13 00:19:46.719605+00:00
Estrela d'Oeste,br,-20.2866742,-50.400972,24,0,None,2020-06-13 00:19:57.656511+00:00
Blumenau,br,-26.9165792,-49.0717331,785,6,None,2020-06-13 00:19:45.569227+00:00
"Palo Pinto County, Texas",us,32.7511956,-98.31041839999999,14,2,None,2020-06-24 03:30:27.070589+00:00
"Columbia County, New York",us,42.3678759,-73.55941279999999,452,47,None,2020-06-24 03:30:27.070589+00:00
"Moore County, North Carolina",us,35.3674493,-79.4703885,371,11,None,2020-06-24 03:30:27.070589+00:00
Estreito,br,-6.5579812,-47.450171,360,2,None,2020-06-13 00:19:57.635448+00:00
Vera Cruz,br,-22.2219021,-49.819683,4,0,None,2020-06-13 00:20:39.214689+00:00
Moraújo,br,-3.4634883,-40.6779394,155,2,None,2020-06-13 00:20:14.408164+00:00
Waadhoeke,nl,53.207213,5.6555681,12,None,None,2020-06-15 13:33:34.892334+00:00
Oeiras,br,-7.0161679,-42.1295795,101,0,None,2020-06-13 00:20:17.185530+00:00
"Hood River County, Oregon",us,45.5605475,-121.6378798,88,0,None,2020-06-24 03:30:27.070589+00:00
"Miami County, Ohio",us,40.081473,-84.1857115,405,30,None,2020-06-24 03:30:27.070589+00:00
"Richland County, Ohio",us,40.7566723,-82.5185837,277,4,None,2020-06-24 03:30:27.070589+00:00
Druten,nl,51.8940837,5.5942725,25,None,None,2020-06-15 13:33:31.318623+00:00
Pureza,br,-5.4643277,-35.5556928,34,0,None,2020-06-13 00:20:24.299379+00:00
Wenzhou,cn,27.993828,120.699361,504,1,503,2020-06-24 03:32:45.041788+00:00
Uraí,br,-23.2006468,-50.7942283,19,1,None,2020-06-13 00:20:38.503165+00:00
Vereda,br,-16.9759017,-40.2399866,17,1,None,2020-06-13 00:20:39.266154+00:00
"Swisher County, Texas",us,34.5532757,-101.7979613,23,1,None,2020-06-24 03:30:27.070589+00:00
"Portsmouth City, Virginia",us,36.8354258,-76.2982742,419,13,None,2020-06-24 03:30:27.070589+00:00
"Lunenburg County, Virginia",us,36.92614349999999,-78.24761459999999,28,0,None,2020-06-24 03:30:27.070589+00:00
South Salmara- Mankachar,in,25.5354761,89.8622017,1,0,1,2020-05-14 20:19:05.694337+00:00
Nova Aurora,br,-24.5285113,-53.2542207,3,0,None,2020-06-13 00:20:15.877219+00:00
Deventer,nl,52.2660751,6.1552165,47,None,None,2020-06-15 13:33:31.140594+00:00
"Mason County, West Virginia",us,38.7553693,-81.9971108,16,0,None,2020-06-22 03:30:28.753679+00:00
Jigawa,ng,12.228012,9.5615867,317,6,191,2020-06-24 03:32:14.149017+00:00
Ad Dirʻiyyah,sa,24.7481198,46.5363345,1362,0,1000,2020-06-24 03:33:09.311587+00:00
Emmen,nl,52.7132367,6.9557766,20,None,None,2020-06-15 13:33:31.708020+00:00
Gorinchem,nl,51.8372247,4.9758292,18,None,None,2020-06-15 13:33:31.947727+00:00
Marat,sa,25.0699284,45.4639333,16,0,8,2020-06-24 03:33:10.069604+00:00
"Osceola County, Florida",us,28.1019838,-81.0754657,1080,23,None,2020-06-24 03:30:27.070589+00:00
Boa Esperança do Sul,br,-21.997607,-48.3902551,17,1,None,2020-06-13 00:19:45.579954+00:00
Eldorado,br,-24.5269334,-48.1082112,13,1,None,2020-06-13 00:19:57.036993+00:00
Deurne,nl,51.4642201,5.795067899999999,55,None,None,2020-06-15 13:33:31.124594+00:00
Boa Vista das Missões,br,-27.662184,-53.3143171,3,0,None,2020-06-13 00:19:45.668825+00:00
Braço do Norte,br,-28.2793737,-49.1575402,128,2,None,2020-06-13 00:19:46.752596+00:00
"Snyder County, Pennsylvania",us,40.750748,-77.0564464,61,1,None,2020-06-24 03:30:27.070589+00:00
São Roberto,br,-5.030497899999999,-45.0271537,46,0,None,2020-06-13 00:20:34.998420+00:00
"Delta County, Texas",us,33.3493128,-95.77212039999999,4,0,None,2020-06-24 03:30:27.070589+00:00
"Dawes County, Nebraska",us,42.6551733,-103.0817903,2,0,None,2020-06-24 03:30:27.070589+00:00
"Ogle County, Illinois",us,41.9969811,-89.3226954,244,4,None,2020-06-22 03:30:28.753679+00:00
"Morgan County, West Virginia",us,39.5073361,-78.24761459999999,20,0,None,2020-06-24 03:30:27.070589+00:00
"Rockland County, New York",us,41.1489458,-73.98300290000002,13514,506,None,2020-06-24 03:30:27.070589+00:00
"Caddo County, Oklahoma",us,35.10556,-98.3088441,181,10,None,2020-06-24 03:30:27.070589+00:00
Riachão das Neves,br,-11.7511866,-44.9146637,28,0,None,2020-06-13 00:20:25.510713+00:00
Bertolínia,br,-7.637994300000001,-43.9543598,5,0,None,2020-06-13 00:19:45.421790+00:00
"Lackawanna County, Pennsylvania",us,41.4421199,-75.5742467,1627,200,None,2020-06-24 03:30:27.070589+00:00
"Putnam County, Ohio",us,41.0540759,-84.1857115,105,15,None,2020-06-24 03:30:27.070589+00:00
Yobe,ng,12.293876,11.4390411,56,8,45,2020-06-24 03:32:14.299867+00:00
"Dane County, Wisconsin",us,43.0186073,-89.5497632,1141,32,None,2020-06-22 03:30:28.753679+00:00
Taubaté,br,-23.0225753,-45.5486715,178,5,None,2020-06-13 00:20:36.134696+00:00
Rio Bonito do Iguaçu,br,-25.5385978,-52.5745556,2,0,None,2020-06-13 00:20:25.887623+00:00
"Wheatland County, Montana",us,46.4922893,-109.8418592,1,0,None,2020-06-24 03:30:27.070589+00:00
Pompéia,br,-22.1007393,-50.1858252,2,1,None,2020-06-13 00:20:21.901629+00:00
"Northumberland County, Pennsylvania",us,40.86743389999999,-76.6874701,279,4,None,2020-06-24 03:30:27.070589+00:00
"Roanoke city, Virginia",us,37.2709704,-79.9414266,324,10,None,2020-06-24 03:30:27.070589+00:00
Santa Cruz do Sul,br,-29.722516,-52.43483819999999,110,1,None,2020-06-13 00:20:27.559994+00:00
Lagoa do Sítio,br,-6.508063099999999,-41.5656755,2,0,None,2020-06-13 00:20:08.928350+00:00
Bom Jesus do Araguaia,br,-12.172769,-51.5057364,18,0,None,2020-06-13 00:19:46.020268+00:00
Tabaí,br,-29.6909298,-51.7197916,10,0,None,2020-06-13 00:20:35.522249+00:00
Monte Belo do Sul,br,-29.1631885,-51.6369196,6,1,None,2020-06-13 00:20:14.114214+00:00
Macedônia,br,-20.1442244,-50.1984238,1,0,None,2020-06-13 00:20:10.601588+00:00
Ibiporã,br,-23.2690961,-51.0478724,28,1,None,2020-06-13 00:20:01.504247+00:00
"Snohomish County, Washington",us,48.0329979,-121.8339472,3747,163,None,2020-06-22 03:30:28.753679+00:00
Muliterno,br,-28.327946,-51.7686037,5,0,None,2020-06-13 00:20:14.828831+00:00
"Brooke County, West Virginia",us,40.2697757,-80.5660657,7,0,None,2020-06-22 03:30:28.753679+00:00
Nova Colinas,br,-7.123027599999999,-46.261078,2,0,None,2020-06-13 00:20:15.987471+00:00
"Acadia Parish, Louisiana",us,30.2297347,-92.38136209999999,669,34,None,2020-06-24 03:30:27.070589+00:00
West  Fjords,is,65.91961500000001,-21.8811764,97,None,None,2020-06-24 03:32:15.009861+00:00
Vitória,br,-20.2976178,-40.2957768,4509,160,None,2020-06-13 00:20:39.807685+00:00
"Atlantic County, New Jersey",us,39.5333379,-74.6868815,2722,188,None,2020-06-24 03:30:27.070589+00:00
"Wayne County, West Virginia",us,38.1598501,-82.4752757,106,9,None,2020-06-24 03:30:27.070589+00:00
"Unassigned County, New Mexico",us,34.5199402,-105.8700901,863,0,0,2020-06-22 03:31:42.157088+00:00
troms og finnmark,no,70.0718208,23.2171663,253,None,None,2020-06-24 03:32:14.499967+00:00
West  Iceland,is,64.770434,-21.5341294,45,None,None,2020-06-24 03:32:15.020772+00:00
Bom Progresso,br,-27.540339,-53.8721287,4,0,None,2020-06-13 00:19:46.192352+00:00
Ouro Preto,br,-20.3855743,-43.5035777,101,1,None,2020-06-13 00:20:17.755805+00:00
"Putnam County, Florida",us,29.6265157,-81.77870209999999,238,6,None,2020-06-24 03:30:27.070589+00:00
Quijingue,br,-10.7509511,-39.2140495,0,0,None,2020-06-13 00:20:24.596400+00:00
"Nodaway County, Missouri",us,40.2907281,-94.81059549999999,17,0,None,2020-06-24 03:30:27.070589+00:00
Rancho Alegre,br,-23.0681635,-50.91320700000001,5,1,None,2020-06-13 00:20:25.106533+00:00
Placas,br,-3.867417,-54.2169567,40,0,None,2020-06-13 00:20:21.630428+00:00
Isère,fr,44.9957745,5.9293476,870,153,672,2020-06-24 03:32:18.963185+00:00
Bataguassu,br,-21.7204699,-52.4296731,11,0,None,2020-06-13 00:19:44.801137+00:00
Neijiang,cn,29.580228,105.058433,22,0,22,2020-06-24 03:32:45.041788+00:00
"Wayne County, Nebraska",us,42.2479453,-97.179026,26,0,None,2020-06-24 03:30:27.070589+00:00
"Nash County, North Carolina",us,35.9597948,-77.973865,352,4,None,2020-06-24 03:30:27.070589+00:00
Elesbão Veloso,br,-6.1998714,-42.135834,31,2,None,2020-06-13 00:19:57.047683+00:00
"Barber County, Kansas",us,37.2299788,-98.7481167,1,0,None,2020-06-24 03:30:27.070589+00:00
Braganey,br,-24.8178168,-53.1222901,15,1,None,2020-06-13 00:19:46.580634+00:00
Dirceu Arcoverde,br,-9.3412218,-42.43802489999999,31,0,None,2020-06-13 00:19:56.298936+00:00
"Bibb County, Alabama",us,32.9562798,-87.14228949999999,129,1,None,2020-06-24 03:30:27.070589+00:00
"Teton County, Wyoming",us,43.853632,-110.6314491,111,1,None,2020-06-24 03:30:27.070589+00:00
Santa Fé do Sul,br,-20.2114344,-50.9271748,29,0,None,2020-06-13 00:20:27.687776+00:00
"Lincoln County, West Virginia",us,38.1761009,-82.08429009999999,5,0,None,2020-06-24 03:30:27.070589+00:00
"Bay County, Michigan",us,43.7109732,-84.01674229999999,379,29,None,2020-06-24 03:30:27.070589+00:00
Dois Córregos,br,-22.3734081,-48.3860575,6,2,None,2020-06-13 00:19:56.433243+00:00
São Gonçalo,br,-22.8272883,-43.0637646,2655,261,None,2020-06-13 00:20:32.723182+00:00
"Nottoway County, Virginia",us,37.1148487,-78.0195387,99,0,None,2020-06-24 03:30:27.070589+00:00
Palmares Paulista,br,-21.0848112,-48.8034566,10,2,None,2020-06-13 00:20:18.054248+00:00
Loir-et-Cher,fr,47.6761905,1.4159072,385,63,234,2020-06-24 03:32:18.967718+00:00
Porto Belo,br,-27.1573939,-48.5756664,31,1,None,2020-06-13 00:20:22.751388+00:00
Piquet Carneiro,br,-5.8006462,-39.4173698,9,0,None,2020-06-13 00:20:20.988379+00:00
Ceres,br,-15.3065101,-49.6004616,5,0,None,2020-06-13 00:19:51.439940+00:00
"Sauk County, Wisconsin",us,43.4066375,-89.9253233,96,3,None,2020-06-24 03:30:27.070589+00:00
"Glacier County, Montana",us,48.5217475,-112.919665,7,0,None,2020-06-24 03:30:27.070589+00:00
Kensington and Chelsea,gb,51.4990805,-0.1938253,482,None,None,2020-05-14 15:01:09+00:00
Islington,gb,51.5465063,-0.1058058,442,None,None,2020-05-14 15:01:09+00:00
Sangão,br,-28.6381455,-49.1257517,19,0,None,2020-06-13 00:20:27.225456+00:00
"Nevada County, California",us,39.1346666,-121.1710389,82,1,None,2020-06-24 03:30:27.070589+00:00
"Montgomery County, Kentucky",us,38.0314578,-83.8897057,45,0,None,2020-06-24 03:30:27.070589+00:00
Piritiba,br,-11.7294518,-40.5550799,3,0,None,2020-06-13 00:20:21.473368+00:00
"Crook County, Wyoming",us,44.4975617,-104.6915298,6,0,None,2020-06-24 03:30:27.070589+00:00
"Dakota County, Minnesota",us,44.731554,-93.17796589999999,1941,83,None,2020-06-24 03:30:27.070589+00:00
"Brazoria County, Texas",us,29.2131857,-95.4777811,1762,19,None,2020-06-24 03:30:27.070589+00:00
Salwá,sa,24.7404297,50.757254,48,0,19,2020-06-24 03:33:09.634463+00:00
"Laclede County, Missouri",us,37.6965235,-92.539603,20,0,None,2020-06-24 03:30:27.070589+00:00
Penaforte,br,-7.780452599999999,-39.0606562,7,2,None,2020-06-13 00:20:20.173243+00:00
agder,no,58.50320840000001,7.7571974,346,None,None,2020-06-24 03:32:14.499967+00:00
Ubajara,br,-3.8548582,-40.9208016,276,8,None,2020-06-13 00:20:37.999308+00:00
"Scott County, Iowa",us,41.6393199,-90.6393702,451,10,None,2020-06-22 03:30:28.753679+00:00
Qionghai,cn,19.258341,110.474648,6,1,5,2020-06-24 03:32:45.041788+00:00
"Schuylkill County, Pennsylvania",us,40.6873058,-76.17837390000001,715,43,None,2020-06-24 03:30:27.070589+00:00
Ar Rayn,sa,23.5418584,45.5157676,46,0,29,2020-06-24 03:33:09.988107+00:00
Piratininga,br,-22.4167662,-49.1371619,58,2,None,2020-06-13 00:20:21.314744+00:00
"Lee County, North Carolina",us,35.4693744,-79.1548533,718,7,None,2020-06-24 03:30:27.070589+00:00
"Waynesboro city, Virginia",us,38.0684692,-78.8894682,63,0,None,2020-06-24 03:30:27.070589+00:00
"Pendleton County, West Virginia",us,38.74517669999999,-79.29021329999999,13,1,None,2020-06-24 03:30:27.070589+00:00
"Madison County, Ohio",us,39.9154985,-83.3789389,175,7,None,2020-06-24 03:30:27.070589+00:00
Pedro Leopoldo,br,-19.6201508,-44.0423458,27,0,None,2020-06-13 00:20:19.960417+00:00
Canhoba,br,-10.1374393,-36.9709535,2,0,None,2020-06-13 00:19:49.514872+00:00
"Marion County, Kansas",us,38.349424,-97.179026,9,1,None,2020-06-24 03:30:27.070589+00:00
"Lee County, South Carolina",us,34.1630345,-80.23213129999999,256,20,None,2020-06-24 03:30:27.070589+00:00
"Juneau County, Wisconsin",us,43.8672979,-90.0746767,29,1,None,2020-06-24 03:30:27.070589+00:00
Cocal de Telha,br,-4.5576475,-41.9730735,26,0,None,2020-06-13 00:19:52.130642+00:00
Sabt Al Alayah,sa,19.5718194,41.9692387,5,0,0,2020-06-24 03:33:08.711103+00:00
Cafelândia,br,-24.6193374,-53.3212088,5,0,None,2020-06-13 00:19:48.147781+00:00
Campos Lindos,br,-8.1677815,-46.670534,2,0,None,2020-06-13 00:19:49.216047+00:00
Carambeí,br,-24.9506405,-50.1211109,11,1,None,2020-06-13 00:19:50.085516+00:00
"King George County, Virginia",us,38.2372863,-77.1485163,96,4,None,2020-06-24 03:30:27.070589+00:00
"Bristol city, Virginia",us,36.595142,-82.1887368,4,0,None,2020-06-24 03:30:27.070589+00:00
Ipirá,br,-12.1580127,-39.7366309,20,1,None,2020-06-13 00:20:03.007288+00:00
Irapuã,br,-21.2798298,-49.4087136,3,0,None,2020-06-13 00:20:03.299255+00:00
Itapejara d'Oeste,br,-25.9660986,-52.8146778,3,0,None,2020-06-13 00:20:04.362632+00:00
Kebbi,ng,11.4942003,4.2333355,67,6,40,2020-06-24 03:32:14.255796+00:00
Aalten,nl,51.9266666,6.580678499999999,9,None,None,2020-06-15 13:33:29.895806+00:00
"Oregon County, Missouri",us,36.6870089,-91.44346900000001,6,0,None,2020-06-24 03:30:27.070589+00:00
Pathanamthitta,in,9.2647582,76.78704139999999,39,0,17,2020-05-29 08:50:15.676253+00:00
"Macomb County, Michigan",us,42.7168759,-82.82097399999999,7404,904,None,2020-06-22 03:30:28.753679+00:00
"Bacon County, Georgia",us,31.5412085,-82.4319405,205,4,None,2020-06-24 03:30:27.070589+00:00
Rogaland,no,59.1489544,6.0143432,435,None,None,2020-05-12 17:01:46.303585+00:00
Greater Reykjavík,is,64.1846369,-21.6131425,1323,None,None,2020-06-24 03:32:14.936454+00:00
Alphen-Chaam,nl,51.50913480000001,4.8615888,18,None,None,2020-06-15 13:33:30.028401+00:00
Baarle-Nassau,nl,51.4451366,4.9295231,9,None,None,2020-06-15 13:33:30.205973+00:00
"Suffolk City, Virginia",us,36.7282054,-76.5835621,377,34,None,2020-06-24 03:30:27.070589+00:00
Coité do Nóia,br,-9.6136495,-36.5877948,15,0,None,2020-06-13 00:19:52.297007+00:00
"Unassigned County, Arkansas",us,35.20105,-91.8318334,584,0,0,2020-06-22 03:31:42.157088+00:00
Centro Novo do Maranhão,br,-2.1408652,-46.1245976,168,3,None,2020-06-13 00:19:51.396973+00:00
North Khorasan,ir,37.4710353,57.10131879999999,165,None,None,2020-06-24 03:33:12.200556+00:00
Piumhi,br,-20.4742488,-45.9619861,5,1,None,2020-06-13 00:20:21.575701+00:00
"Sutter County, California",us,39.0219764,-121.6739371,161,4,0,2020-06-22 03:31:42.157088+00:00
Serranópolis de Minas,br,-15.8180271,-42.8735507,1,0,None,2020-06-13 00:20:30.577417+00:00
Anapu,br,-3.1323806,-51.5941243,203,4,None,2020-06-13 00:19:41.761586+00:00
Canas,br,-22.7027058,-45.0526466,1,0,None,2020-06-13 00:19:49.359506+00:00
Zuidplas,nl,52.00675769999999,4.5827851,24,None,None,2020-06-15 13:33:35.369445+00:00
"Unassigned County, Washington",us,47.7510741,-120.7401385,36,0,0,2020-06-22 03:31:42.157088+00:00
Porto Alegre do Norte,br,-10.8853065,-51.63880529999999,3,0,None,2020-06-13 00:20:22.693392+00:00
Colméia,br,-8.7323092,-48.7575773,5,0,None,2020-06-13 00:19:52.439945+00:00
"Grand County, Colorado",us,40.0727382,-106.0640179,18,0,None,2020-06-24 03:30:27.070589+00:00
Bady Bassitt,br,-20.9163783,-49.4488426,37,4,None,2020-06-13 00:19:43.872970+00:00
Innlandet,no,61.3368595,9.946462799999999,453,None,None,2020-05-12 17:01:46.303585+00:00
Cruz,br,-2.9219693,-40.17581759999999,342,6,None,2020-06-13 00:19:54.588406+00:00
"Clark County, Indiana",us,38.4492903,-85.7256372,602,50,None,2020-06-22 03:30:28.753679+00:00
"Lafayette County, Wisconsin",us,42.6293203,-90.0746767,56,0,None,2020-06-24 03:30:27.070589+00:00
"Wilbarger County, Texas",us,34.0688089,-99.2785583,7,0,None,2020-06-24 03:30:27.070589+00:00
São Pedro do Sul,br,-29.6267316,-54.1831,1,0,None,2020-06-13 00:20:34.890451+00:00
Governador Dix-Sept Rosado,br,-5.4502858,-37.5186012,13,0,None,2020-06-13 00:19:59.913900+00:00
Vestfold og Telemark,no,59.35421950000001,8.8817981,278,None,None,2020-05-12 17:01:46.303585+00:00
Agder,no,58.50320840000001,7.7571974,333,None,None,2020-05-12 17:01:46.303585+00:00
"Colonial Heights city, Virginia",us,37.244039,-77.4102607,131,17,None,2020-06-24 03:30:27.070589+00:00
Trøndelag,no,63.5420125,10.9369267,506,None,None,2020-05-12 17:01:46.303585+00:00
"Campbell County, Wyoming",us,44.3956107,-105.4489183,47,0,None,2020-06-24 03:30:27.070589+00:00
Vestland,no,60.8138379,6.1410712,871,None,None,2020-05-12 17:01:46.303585+00:00
Kent,gb,51.2787075,0.5217254000000001,4308,None,None,2020-05-14 15:01:09+00:00
Plateau,ng,9.2182093,9.5179488,253,7,148,2020-06-24 03:32:14.166638+00:00
Senador Cortes,br,-21.7990554,-42.9427846,4,0,None,2020-06-13 00:20:29.859432+00:00
Ekiti,ng,7.718986200000001,5.310950500000001,35,2,28,2020-06-24 03:32:14.330525+00:00
Aratuípe,br,-13.0778146,-39.0008878,1,1,None,2020-06-13 00:19:42.966396+00:00
vestland,no,60.8138379,6.1410712,886,None,None,2020-06-24 03:32:14.499967+00:00
Áurea,br,-27.697473,-52.0527565,1,0,None,2020-06-13 00:20:40.552425+00:00
Benue,ng,7.3369024,8.7403687,47,1,15,2020-06-24 03:32:14.308837+00:00
Umlujj,sa,25.0500064,37.2651084,67,0,65,2020-06-24 03:33:09.572568+00:00
Catunda,br,-4.533333,-40.2,40,1,None,2020-06-13 00:19:51.091796+00:00
Capela do Alto,br,-23.4689594,-47.7392896,55,0,None,2020-06-13 00:19:49.744653+00:00
Felipe Guerra,br,-5.5931316,-37.6878557,38,0,None,2020-06-13 00:19:58.044258+00:00
Francisco Badaró,br,-16.9922541,-42.35156440000001,1,0,None,2020-06-13 00:19:59.040417+00:00
"Gunnison County, Colorado",us,38.6437083,-107.0067031,182,6,None,2020-06-24 03:30:27.070589+00:00
West Azerbaijan,ir,37.4550062,45.0,395,None,None,2020-06-24 03:33:12.043578+00:00
"Edwards County, Illinois",us,38.4267827,-88.050979,2,0,None,2020-06-24 03:30:27.070589+00:00
"Switzerland County, Indiana",us,38.8419394,-85.0649071,24,0,None,2020-06-22 03:30:28.753679+00:00
Weifang,cn,36.706962,119.161748,44,0,44,2020-06-24 03:32:45.041788+00:00
"Davison County, South Dakota",us,43.7242124,-98.2212979,35,0,None,2020-06-24 03:30:27.070589+00:00
Ascurra,br,-26.957609,-49.3748348,1,0,None,2020-06-13 00:19:43.437663+00:00
